iter	RMSE
329	11.48123971
330	11.4684262
331	11.44873176
332	11.43374512
333	11.42183816
334	11.41064791
335	11.39439623
336	11.37563849
337	11.35947451
338	11.35256364
339	11.3389377
340	11.32793051
341	11.31650191
342	11.3108188
343	11.29355337
344	11.28838831
345	11.28441396
346	11.27752722
347	11.26323414
348	11.25048211
349	11.23850656
350	11.23242191
351	11.2296519
352	11.22311061
353	11.21544131
354	11.20541934
355	11.19292165
356	11.18428518
357	11.16728203
358	11.15499522
359	11.14875526
360	11.13916453
361	11.12718554
362	11.11606709
363	11.10296405
364	11.08659771
365	11.07358222
366	11.06100516
367	11.05207153
368	11.0412031
369	11.03186863
370	11.02361153
371	11.00678475
372	10.99529801
373	10.98109671
374	10.96371239
375	10.95210625
376	10.94386589
377	10.94031451
378	10.93756719
379	10.93199655
380	10.91066405
381	10.90107991
382	10.89853502
383	10.89205851
384	10.87988991
385	10.87331089
386	10.86173626
387	10.84995687
388	10.83477384
389	10.82287353
390	10.80979451
391	10.80731389
392	10.79912319
393	10.79441985
394	10.78870555
395	10.78410403
396	10.77385358
397	10.7708456
398	10.75428658
399	10.73541546
400	10.72469613
401	10.71487028
402	10.7118654
403	10.70101983
404	10.68495311
405	10.67924922
406	10.67299007
407	10.6670572
408	10.65284777
409	10.64916059
410	10.63486604
411	10.62468895
412	10.60982338
413	10.60031213
414	10.59434959
415	10.58899246
416	10.57466325
417	10.56373484
418	10.56105578
419	10.55496178
420	10.54013659
421	10.52470631
422	10.52034216
423	10.50777233
424	10.50532969
425	10.49105492
426	10.47741335
427	10.46367121
428	10.45355738
429	10.4401471
430	10.42852685
431	10.42123468
432	10.41026004
433	10.40259844
434	10.395584
435	10.3897911
436	10.38673972
437	10.36674496
438	10.35541798
439	10.34999669
440	10.34434886
441	10.33955092
442	10.33795836
443	10.32837931
444	10.31789172
445	10.308604
446	10.29647014
447	10.28632742
448	10.27686625
449	10.26626448
450	10.25330258
451	10.24981162
452	10.24696332
453	10.24510978
454	10.23301629
455	10.21755613
456	10.2080395
457	10.19729546
458	10.18336073
459	10.17693118
460	10.16901356
461	10.15582245
462	10.14512087
463	10.13777315
464	10.12253163
465	10.11828703
466	10.10615517
467	10.09786031
468	10.08646812
469	10.08197723
470	10.06856152
471	10.05796786
472	10.05599906
473	10.04984055
474	10.04026012
475	10.02976465
476	10.01852314
477	10.00895635
478	10.00173166
479	9.99286714
480	9.984609534
481	9.97532699
482	9.966147725
483	9.961795039
484	9.958736754
485	9.955214945
486	9.940501175
487	9.93889174
488	9.933586914
489	9.926850723
490	9.916116246
491	9.908149116
492	9.905656684
493	9.900339849
494	9.891939438
495	9.887228956
496	9.872829084
497	9.868540722
498	9.861488444
499	9.856978366
500	9.846930776
501	9.84081143
502	9.826393565
503	9.825337776
504	9.815935601
505	9.811991867
506	9.800078744
507	9.789123062
508	9.783149161
509	9.774097393
510	9.765532797
511	9.753052193
512	9.747583652
513	9.739890149
514	9.731039832
515	9.724149434
516	9.718772149
517	9.714946546
518	9.706438261
519	9.700197576
520	9.694800786
521	9.684798752
522	9.682010218
523	9.675236751
524	9.664010125
525	9.655387301
526	9.646780488
527	9.643422171
528	9.639507148
529	9.63237427
530	9.621018664
531	9.616199936
532	9.609378775
533	9.600136546
534	9.596056607
535	9.586629358
536	9.578096104
537	9.571371339
538	9.569161294
539	9.561879595
540	9.557162832
541	9.550108958
542	9.542010832
543	9.538492249
544	9.525619288
545	9.519447298
546	9.515411868
547	9.505129615
548	9.497025944
549	9.487854833
550	9.474574611
551	9.47074489
552	9.465637943
553	9.457823456
554	9.454080326
555	9.445994507
556	9.440906591
557	9.436477076
558	9.428917685
559	9.418513454
560	9.408619817
561	9.405800457
562	9.39867869
563	9.391641283
564	9.383397166
565	9.373112225
566	9.370202089
567	9.366414266
568	9.360426828
569	9.3535693
570	9.344153152
571	9.337588566
572	9.330132242
573	9.323584613
574	9.319867185
575	9.313442144
576	9.306655624
577	9.297541537
578	9.284070271
579	9.27272513
580	9.262144675
581	9.256270858
582	9.24791603
583	9.237404531
584	9.227723996
585	9.217446881
586	9.210156685
587	9.202938231
588	9.197707699
589	9.190319744
590	9.186209422
591	9.177480106
592	9.168868466
593	9.159821219
594	9.15599837
595	9.148529106
596	9.141451228
597	9.133271455
598	9.124023138
599	9.116194747
600	9.110450733
601	9.104050506
602	9.095418778
603	9.086199879
604	9.078944444
605	9.070537575
606	9.064321291
607	9.059581911
608	9.054476835
609	9.049059634
610	9.046233966
611	9.040453161
612	9.036898767
613	9.030757432
614	9.019616214
615	9.015075672
616	9.007254512
617	9.000745083
618	8.992776759
619	8.988056471
620	8.982117599
621	8.981205032
622	8.973350005
623	8.967901821
624	8.96166759
625	8.952300774
626	8.94721264
627	8.93801378
628	8.933152921
629	8.92243052
630	8.912659864
631	8.903365007
632	8.89950497
633	8.896886813
634	8.891485561
635	8.884780409
636	8.878058723
637	8.869235188
638	8.86272051
639	8.853774706
640	8.845064825
641	8.840359958
642	8.832176533
643	8.826006325
644	8.818873018
645	8.813068508
646	8.807975071
647	8.804555051
648	8.797408868
649	8.79250626
650	8.789981786
651	8.782202021
652	8.772864991
653	8.769846067
654	8.765960961
655	8.765115833
656	8.760865508
657	8.757424085
658	8.755161576
659	8.752830487
660	8.750824468
661	8.74071688
662	8.7339624
663	8.725751595
664	8.716976445
665	8.71139765
666	8.706551649
667	8.695564463
668	8.68949662
669	8.686504379
670	8.683502524
671	8.679638548
672	8.675145847
673	8.663678218
674	8.658153484
675	8.656496366
676	8.65261652
677	8.645340015
678	8.635813595
679	8.626460258
680	8.619107313
681	8.616437733
682	8.610508389
683	8.606201651
684	8.596444969
685	8.589993387
686	8.58579563
687	8.578313317
688	8.56862186
689	8.56321624
690	8.558285729
691	8.552830823
692	8.547882834
693	8.544656636
694	8.532121545
695	8.528265704
696	8.521787145
697	8.516270754
698	8.509679574
699	8.506925507
700	8.501447149
701	8.498013248
702	8.494198046
703	8.490980763
704	8.483290739
705	8.481437458
706	8.477255194
707	8.473395685
708	8.467517688
709	8.464178406
710	8.460639451
711	8.455840234
712	8.448135075
713	8.445358612
714	8.437157003
715	8.43300269
716	8.426788179
717	8.419135007
718	8.413982875
719	8.409888025
720	8.406773329
721	8.398837366
722	8.396424618
723	8.391976782
724	8.387202024
725	8.381691469
726	8.379225884
727	8.370582451
728	8.368633782
729	8.364028461
730	8.357254283
731	8.355719182
732	8.35172728
733	8.344958324
734	8.338967268
735	8.331905368
736	8.328530863
737	8.326779348
738	8.32508106
739	8.323351527
740	8.316318098
741	8.310185013
742	8.305759212
743	8.297907129
744	8.292388026
745	8.285465486
746	8.283866968
747	8.278234864
748	8.274398431
749	8.273752588
750	8.266860652
751	8.260770475
752	8.252826867
753	8.248549692
754	8.243139597
755	8.236495847
756	8.232376815
757	8.227416529
758	8.222640237
759	8.215055311
760	8.211473231
761	8.20955569
762	8.203059928
763	8.196905041
764	8.192789617
765	8.186058593
766	8.18159402
767	8.173326799
768	8.169374001
769	8.164815421
770	8.156766934
771	8.147516189
772	8.142054924
773	8.139692322
774	8.136080151
775	8.131063786
776	8.128364394
777	8.124838116
778	8.118973437
779	8.112746663
780	8.108131252
781	8.105952083
782	8.102373156
783	8.099161438
784	8.093098789
785	8.087657809
786	8.08213047
787	8.076609381
788	8.074493946
789	8.071104184
790	8.068830555
791	8.06534044
792	8.062024321
793	8.059941252
794	8.053720072
795	8.045889927
796	8.043602617
797	8.039212855
798	8.032403243
799	8.029846577
800	8.025327997
801	8.021166831
802	8.016900539
803	8.014119375
804	8.012130431
805	8.003961103
806	7.995107745
807	7.98940242
808	7.984082347
809	7.978603384
810	7.974137832
811	7.96888888
812	7.966258208
813	7.962953227
814	7.956949545
815	7.952644825
816	7.944577169
817	7.938756307
818	7.935352545
819	7.932505205
820	7.926592783
821	7.922479915
822	7.917548188
823	7.912968168
824	7.908038488
825	7.902327081
826	7.89829452
827	7.893627048
828	7.887711715
829	7.88370018
830	7.874865296
831	7.865911021
832	7.862071519
833	7.855124335
834	7.848030854
835	7.841325436
836	7.839289113
837	7.834412369
838	7.831313381
839	7.82567109
840	7.816755984
841	7.812735882
842	7.805466891
843	7.803444613
844	7.796069275
845	7.793022844
846	7.78636594
847	7.781262646
848	7.773057568
849	7.769652299
850	7.766463107
851	7.760938527
852	7.754631969
853	7.748904815
854	7.745224768
855	7.742608321
856	7.738063484
857	7.733315801
858	7.729436918
859	7.723996625
860	7.719517628
861	7.717297092
862	7.711923609
863	7.708178216
864	7.700359384
865	7.694726066
866	7.690352829
867	7.68705442
868	7.68313783
869	7.677066647
870	7.673984221
871	7.669426154
872	7.665451318
873	7.662832324
874	7.660883568
875	7.658915784
876	7.656589015
877	7.652110277
878	7.650810608
879	7.642876542
880	7.637356207
881	7.633137178
882	7.630834054
883	7.623609866
884	7.618868791
885	7.61063145
886	7.605998576
887	7.602666821
888	7.596158573
889	7.593406117
890	7.590057385
891	7.584580211
892	7.578337367
893	7.573523891
894	7.569374435
895	7.567410168
896	7.564933541
897	7.557815841
898	7.557454932
899	7.549027162
900	7.545030242
901	7.539719327
902	7.536370983
903	7.531553537
904	7.525983564
905	7.520958502
906	7.516804062
907	7.510186227
908	7.509362553
909	7.503606357
910	7.497906105
911	7.493459402
912	7.487629719
913	7.483059234
914	7.477254121
915	7.470491193
916	7.468646212
917	7.461975197
918	7.454295634
919	7.44849653
920	7.445089623
921	7.439480231
922	7.435139281
923	7.432973252
924	7.428790815
925	7.421839728
926	7.418435162
927	7.417725737
928	7.414503972
929	7.410564895
930	7.407631897
931	7.402456774
932	7.397082123
933	7.393452668
934	7.39268302
935	7.386850451
936	7.380157327
937	7.378241189
938	7.375563547
939	7.370780935
940	7.366164067
941	7.364624537
942	7.358001534
943	7.353303308
944	7.349896628
945	7.343922686
946	7.340312724
947	7.337850501
948	7.330179375
949	7.325262073
950	7.32094922
951	7.316753352
952	7.314723356
953	7.311080718
954	7.308195026
955	7.301816602
956	7.297977806
957	7.293268466
958	7.288296677
959	7.284211717
960	7.280663068
961	7.276053522
962	7.269783263
963	7.269101145
964	7.264077957
965	7.263640873
966	7.261781686
967	7.258183453
968	7.254829375
969	7.24989136
970	7.248301733
971	7.24103304
972	7.234740663
973	7.230038898
974	7.226478015
975	7.221395071
976	7.219647923
977	7.213571117
978	7.209173843
979	7.205734187
980	7.203858749
981	7.202437239
982	7.201487927
983	7.197169391
984	7.19312252
985	7.188342487
986	7.185053208
987	7.177795543
988	7.175037121
989	7.173295941
990	7.167569565
991	7.165192359
992	7.160454294
993	7.156030905
994	7.152897975
995	7.149405753
996	7.144794397
997	7.142669709
998	7.136142167
999	7.133395266
